student_id,name,wants_ac,wants_dining,wants_kitchen,wants_private_bathroom,_ingested_at
75,Oliver Kim,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
76,Priya Kim,TRUE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
77,Quentin Kim,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
78,Rosa Kim,FALSE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
79,Samuel Kim,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
80,Tania Kim,TRUE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
81,Uma Kim,FALSE,TRUE,FALSE,TRUE,2026-08-12T00:00:00Z
82,Victor Kim,TRUE,TRUE,TRUE,TRUE,2026-08-12T00:00:00Z
83,Wendy Kim,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
84,Xavier Kim,FALSE,FALSE,FALSE,FALSE,2026-08-12T00:00:00Z
85,Yasmin Kim,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
86,Zachary Kim,TRUE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
87,Elena Kim,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
88,Daniel Kim,TRUE,FALSE,TRUE,TRUE,2026-08-12T00:00:00Z
89,Sofia Kim,TRUE,TRUE,FALSE,TRUE,2026-08-12T00:00:00Z
90,Lucas Kim,FALSE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
91,Alice Garcia,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
92,Bob Garcia,TRUE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
93,Charlie Garcia,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
94,Diana Garcia,FALSE,FALSE,TRUE,TRUE,2026-08-12T00:00:00Z
95,Ethan Garcia,FALSE,FALSE,FALSE,FALSE,2026-08-12T00:00:00Z
96,Fatima Garcia,FALSE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
97,Gabriel Garcia,FALSE,FALSE,FALSE,FALSE,2026-08-12T00:00:00Z
98,Hannah Garcia,FALSE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
99,Isaac Garcia,FALSE,FALSE,FALSE,FALSE,2026-08-12T00:00:00Z
100,Julia Garcia,FALSE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
101,Kevin Garcia,FALSE,FALSE,FALSE,TRUE,2026-08-12T00:00:00Z
102,Laura Garcia,FALSE,FALSE,FALSE,TRUE,2026-08-12T00:00:00Z
103,Mateo Garcia,FALSE,FALSE,FALSE,TRUE,2026-08-12T00:00:00Z
104,Nora Garcia,TRUE,FALSE,TRUE,TRUE,2026-08-12T00:00:00Z
105,Oliver Garcia,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
106,Priya Garcia,TRUE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
107,Quentin Garcia,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
108,Rosa Garcia,FALSE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
109,Samuel Garcia,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
110,Tania Garcia,TRUE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
111,Uma Garcia,FALSE,TRUE,FALSE,TRUE,2026-08-12T00:00:00Z
112,Victor Garcia,TRUE,FALSE,FALSE,TRUE,2026-08-12T00:00:00Z
113,Wendy Garcia,TRUE,TRUE,FALSE,TRUE,2026-08-12T00:00:00Z
114,Xavier Garcia,FALSE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
115,Yasmin Garcia,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
116,Zachary Garcia,TRUE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
117,Elena Garcia,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
118,Daniel Garcia,TRUE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
119,Sofia Garcia,TRUE,TRUE,FALSE,TRUE,2026-08-12T00:00:00Z
120,Lucas Garcia,FALSE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
121,Alice Brown,FALSE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
122,Bob Brown,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
123,Charlie Brown,FALSE,FALSE,FALSE,FALSE,2026-08-12T00:00:00Z
124,Diana Brown,TRUE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
125,Ethan Brown,FALSE,TRUE,TRUE,TRUE,2026-08-12T00:00:00Z
126,Fatima Brown,TRUE,FALSE,FALSE,FALSE,2026-08-12T00:00:00Z
127,Gabriel Brown,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
128,Hannah Brown,TRUE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
129,Isaac Brown,FALSE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
130,Julia Brown,TRUE,TRUE,FALSE,TRUE,2026-08-12T00:00:00Z
131,Kevin Brown,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
132,Laura Brown,TRUE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
133,Mateo Brown,FALSE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
134,Nora Brown,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
135,Oliver Brown,FALSE,FALSE,FALSE,TRUE,2026-08-12T00:00:00Z
136,Priya Brown,TRUE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
137,Quentin Brown,FALSE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
138,Rosa Brown,TRUE,FALSE,FALSE,FALSE,2026-08-12T00:00:00Z
139,Samuel Brown,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
140,Tania Brown,TRUE,TRUE,TRUE,TRUE,2026-08-12T00:00:00Z
141,Uma Brown,FALSE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
142,Victor Brown,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
143,Wendy Brown,FALSE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
144,Xavier Brown,TRUE,FALSE,TRUE,FALSE,2026-08-12T00:00:00Z
145,Yasmin Brown,FALSE,TRUE,TRUE,TRUE,2026-08-12T00:00:00Z
146,Zachary Brown,TRUE,TRUE,FALSE,FALSE,2026-08-12T00:00:00Z
147,Elena Brown,FALSE,FALSE,FALSE,FALSE,2026-08-12T00:00:00Z
148,Daniel Brown,TRUE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
149,Sofia Brown,FALSE,TRUE,TRUE,FALSE,2026-08-12T00:00:00Z
150,Lucas Brown,TRUE,FALSE,FALSE,TRUE,2026-08-12T00:00:00Z
